index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
0,lcc_e,3699980.504438498,1.364204112906009,1.364204112906009,36.651406873045325,invKnjPanel.setCode(invKnjPanel.getDefaultCode());,0.28125
1,lcc_e,3699981.868929839,1.5021323435939848,1.5021323435939848,115.83533284669817,"get { if (!SubCriteria.ContainsKey(""GroupID"")) { SubCriteria[""GroupID""] = new SearchCondition<String>(""GroupID""); } return (ISearchCondition<String>)SubCriteria[""GroupID""]; }",-1.0
2,lcc_e,3699983.371345001,0.6721413382329047,0.6721413382329047,49.09681658140348,"aliases.Add (""GB2312"", ""gb2312"");",0.5635101817452439
3,lcc_e,3699984.043732257,0.4185119089670479,0.4185119089670479,71.68254799258791,def _parse_char_class(source):,0.658113883008419
4,lcc_e,3699984.462454353,0.2850470799021423,0.2850470799021423,35.08192402263176,plt.show(),-1.0
5,lcc_e,3699984.747809402,0.6729348078370094,0.6729348078370094,31.206589041662976,"sendBean(""B"", 1, 1L);",0.3534054841616875
6,lcc_e,3699985.42109995,0.829516323748976,0.829516323748976,68.71474179361545,activePropertyPage = new PubMedProperties(contentHolder);,0.030566280566280565
7,lcc_e,3699986.250896832,0.2764309458434582,0.2764309458434582,90.43849965393314,searchBox.requestFocus();,0.3333333333333333
8,lcc_e,3699986.527637087,0.4654434551484883,0.4654434551484883,40.821285141797766,sqrtAspect = w / h;,-1.0
9,lcc_e,3699986.993394961,0.5206815688870847,0.5206815688870847,63.3784677082672,"self.__repeat = (delay, interval)",0.986435402250794
10,lcc_e,3699987.51439937,0.5360119887627661,0.5360119887627661,63.43141704438272,assert logged_critical is not None,0.25
11,lcc_e,3699988.050654225,0.6232684478163719,0.6232684478163719,72.20002898856505,self._wavemeterdll.Operation(self._cCtrlStop),0.5152135847200724
12,lcc_e,3699988.674391136,0.5845300299115479,0.5845300299115479,109.4896698629574,supportedStatusNames.removeAll(JabberConstants.MUST_STATUS_SET);,-1.0
13,lcc_e,3699989.259389929,1.0641027707606554,1.0641027707606554,30.07228331632419,"await cmd.ExecuteArmed(this, e);",-1.0
14,lcc_e,3699990.323768708,0.9048212501220404,0.9048212501220404,60.78548662797399,"this.label2.Location = new System.Drawing.Point(6, 92);",-1.0
15,lcc_e,3699991.22903204,0.4398977630771696,0.4398977630771696,56.83138696846326,Assembly assembly = null;,0.986435402250794
16,lcc_e,3699991.669239022,0.6353927729651332,0.6353927729651332,40.91957149381479,self.get_intf_param_type(),0.5
17,lcc_e,3699992.305081628,0.6010163691826165,0.6010163691826165,56.57083857173486,if (s.length() == 0) return false;,0.2803905997096262
18,lcc_e,3699992.906423377,0.6660195351578295,0.6660195351578295,73.57141557174934,"m_Writer.WriteLine( ""# Reason : {0}"", m.Reason );",0.6550627754137142
19,lcc_e,3699993.572888644,0.635230456944555,0.635230456944555,33.05886827437329,if (c_sead == stop) {,0.25169154973371727
20,lcc_e,3699994.20842434,0.3515749229118228,0.3515749229118228,71.10859839758866,this.ResumeLayout(false);,-1.0
21,lcc_e,3699994.560325152,0.6900049122050405,0.6900049122050405,120.28899871851333,"observations = list(filter(lambda o: o['code'] in translations_dict, observations))",-1.0
22,lcc_e,3699995.250765687,0.3562301020137965,0.3562301020137965,47.7219637080013,body += FULLCLEAR,0.7643161313935813
23,lcc_e,3699995.607262415,0.4455851120874285,0.4455851120874285,83.0368856505695,"self.progress(""Rotor runup complete"")",0.7643161313935813
24,lcc_e,3699996.053202097,0.4156007342971861,0.4156007342971861,74.59082104949469,"case ""SyncLobbyGlobalSettings"":",0.25
