index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
0,lcc_e,3699398.936829305,1.23402518639341,1.23402518639341,17.82783709974162,invKnjPanel.getCode();
1,lcc_e,3699400.171193791,1.6896679759956896,1.6896679759956896,110.67263075149685,"get {   if (!SubCriteria.ContainsKey(""GroupID""))   {      SubCriteria[""GroupID""] = new SearchCondition<String>(""GroupID"");   }   return (ISearchCondition<String>)SubCriteria[""GroupID""]; }"
2,lcc_e,3699401.861177466,0.9672340760007501,0.9672340760007501,37.21953236888656,"aliases.Add (""GB2312_80"", ""gb2312"");"
3,lcc_e,3699402.828700121,0.6416780557483435,0.6416780557483435,113.76421454036681,"for class_name, class_contents in _BRACKET_CHARACTER_CLASSES.iteritems():"
4,lcc_e,3699403.470667566,0.285190436989069,0.285190436989069,35.06428934145253,plt.show()
5,lcc_e,3699403.756081261,0.6046803016215563,0.6046803016215563,39.69039496679451,"sendBean(""B"", 99, null);"
6,lcc_e,3699404.361075392,0.7620196570642292,0.7620196570642292,32.80755262444994,if (item.getExpanded()) {
7,lcc_e,3699405.123375716,0.2734697558917105,0.2734697558917105,91.41778738377046,searchBox.requestFocus();
8,lcc_e,3699405.397161391,0.45923783211037517,0.45923783211037517,41.372898031261194,sqrtAspect = w / h;
9,lcc_e,3699405.85666483,0.5125304260291159,0.5125304260291159,64.38642141827758,"self.__repeat = (delay, interval)"
10,lcc_e,3699406.369458294,0.5263766921125352,0.5263766921125352,64.59252567499905,assert logged_critical is not None
11,lcc_e,3699406.896098074,0.6067346171475947,0.6067346171475947,74.16751694761676,self._wavemeterdll.Operation(self._cCtrlStop)
12,lcc_e,3699407.503221383,0.4102927311323583,0.4102927311323583,97.49136888095687,while (supportedStatusSetIter.hasNext())
13,lcc_e,3699407.913820973,1.0529384897090495,1.0529384897090495,30.391139000761875,"await cmd.ExecuteArmed(this, e);"
14,lcc_e,3699408.967075042,0.8848432241939008,0.8848432241939008,62.15790379149418,"this.label2.Location = new System.Drawing.Point(6, 92);"
15,lcc_e,3699409.852458171,0.43220802675932646,0.43220802675932646,57.84251668681101,Assembly assembly = null;
16,lcc_e,3699410.284945505,0.6235022866167128,0.6235022866167128,41.699927262629345,self.get_intf_param_type()
17,lcc_e,3699410.908765602,0.5948531082831323,0.5948531082831323,57.15696787418822,if (s.length() == 0) return false;
18,lcc_e,3699411.504055454,0.7322911922819912,0.7322911922819912,81.93461922302508,"m_Writer.WriteLine( ""# Reason : {0}"", m.Reason.ToString() );"
19,lcc_e,3699412.236920602,0.7682719267904758,0.7682719267904758,42.95354138196931,if (nodemap.get(c_sead)!= null) {
20,lcc_e,3699413.00557914,0.3475507767871022,0.3475507767871022,71.93193533074492,this.ResumeLayout(false);
21,lcc_e,3699413.353669793,0.4677367750555277,0.4677367750555277,141.1050050365716,"observations, translations_dict = filterObservationsTranslations()"
22,lcc_e,3699413.8218319,0.35423797694966197,0.35423797694966197,47.99033730484447,body += FULLCLEAR
23,lcc_e,3699414.176411417,0.7242015809752047,0.7242015809752047,75.9457055119065,"self.progress(""Still on the ground, alt %u mm"" % m.alt)"
24,lcc_e,3699414.901314738,0.4115064707584679,0.4115064707584679,75.33295878157728,"case ""SyncLobbyGlobalSettings"":"
25,lcc_e,3699415.313181749,0.7945684199221432,0.7945684199221432,117.04467188503757,"ByteBuffer b = ByteBuffer.allocate(bytes_to_read_for_payload).put(src, srcOffset, byteCount);"
26,lcc_e,3699416.108206432,0.3186581591144204,0.3186581591144204,37.65790913168229,if (persist)
27,lcc_e,3699416.42717515,0.40853729331865907,0.40853729331865907,53.8506529508923,if (launcher!= null) {
28,lcc_e,3699416.836050792,0.5810835007578135,0.5810835007578135,61.953230392965914,"assert name == ""Katy Brookes-Duncan"""
29,lcc_e,3699417.417463372,1.9042451209388673,1.9042451209388673,106.0787803937794,"sort_by, sort_order = sort      if sort_by == 'uploadDate':         key_func = itemgetter('upload_date')     elif sort_by == 'displayname':         key_func = itemgetter('displayname')     else:        "
30,lcc_e,3699419.322459135,0.7198361316695809,0.7198361316695809,98.6335596065778,public bool MoveNext() => index < list.objects.Count && MoveNextCore();
31,lcc_e,3699420.042776321,0.4297300507314503,0.4297300507314503,69.811268606737,if parentpath.startswith(cwd):
32,lcc_e,3699420.472858042,0.41309633618220687,0.41309633618220687,108.93342801314893,class StructuredFormatter(logging.Formatter):
33,lcc_e,3699420.886355739,0.3711743778549135,0.3711743778549135,35.023969259757216,m.Mana -= 20;
34,lcc_e,3699421.257852026,0.41395505238324404,0.41395505238324404,82.13452113762929,"for field, value in hash_.items():"
35,lcc_e,3699421.672144929,0.4144657808355987,0.4144657808355987,41.01665514032675,if auth_code!= 0:
36,lcc_e,3699422.087201548,0.6609975970350206,0.6609975970350206,49.92453852786338,env: [{name: ANSIBLE_SSH_USETTY}]
37,lcc_e,3699422.748671898,0.6393506457097828,0.6393506457097828,46.922608432959564,if(DataCollection.count() > 1)
38,lcc_e,3699423.388330383,0.4651377806439996,0.4651377806439996,30.098608589946206,if page_count:
39,lcc_e,3699423.853723832,0.8537279521115124,0.8537279521115124,69.10866612025083,"assertEquals(A.getQuick(r, NCOLUMNS / 2), col.getQuick(r));"
40,lcc_e,3699424.707956119,0.7796645541675389,0.7796645541675389,92.34740711904702,"(PacketField(""commandSpecificData"", ENIPSendUnitData, ENIPSendUnitData),"
41,lcc_e,3699425.488211531,0.6262327898293734,0.6262327898293734,97.40786651657186,final GridGeometry2D gridGeometry = reader.getGridGeometry();
42,lcc_e,3699426.114860253,0.47456973791122437,0.47456973791122437,52.67929664043736,if (e instanceof Slime) {
43,lcc_e,3699426.590129541,0.6367378262802958,0.6367378262802958,51.82666811673475,ushort* line = (ushort*)bd.Scan0;
44,lcc_e,3699427.227290709,1.254130670800805,1.254130670800805,73.35758716534288,"if (house == null) house = BaseHouse.FindHouseAt(new Point3D(m.X, m.Y + 1, 127), m.Map, 16);"
45,lcc_e,3699428.482224513,0.40272519225254655,0.40272519225254655,86.90789817303435,Console.WriteLine(displaySet.Name);
46,lcc_e,3699428.885491791,0.3243839577771723,0.3243839577771723,70.90362962954934,def find_reader(fname):
47,lcc_e,3699429.21025865,0.7244544420391321,0.7244544420391321,75.91919768645593,for(Iterator<Cell> it = lib.getCells(); it.hasNext(); )
48,lcc_e,3699429.935116983,0.8420804711058736,0.8420804711058736,49.8764683912488,Program.keyH_ENT = (Program.keyH_ENT | 2);
49,lcc_e,3699430.777480512,0.6648351289331913,0.6648351289331913,55.652895567313045,weights_dmat_all.append(weights_dmat)
50,lcc_e,3699431.4426081,0.2365475189872086,0.2365475189872086,105.68700998023101,raise NotImplementedError
51,lcc_e,3699431.679405057,0.7579139498993754,0.7579139498993754,73.88701581153751,if (orig == null ||!orig.exists() || orig.length() == 0)
52,lcc_e,3699432.43776256,0.921346384100616,0.921346384100616,89.00018648257392,"log.finer(""Player "" + opponent.getKey() + "" has a table strength of "" + strength);"
53,lcc_e,3699433.359410142,0.3828094080090523,0.3828094080090523,36.5717239626173,res.get_data()
54,lcc_e,3699433.742474137,0.7464366462081671,0.7464366462081671,92.43919139087552,if (mLocalBinder!= null) nsClientService = mLocalBinder.getService();
55,lcc_e,3699434.489318405,0.36535814637318254,0.36535814637318254,54.74080761175005,os.system(do_script)
56,lcc_e,3699434.855027461,2.632096217945218,2.632096217945218,31.15387630624477,"EditorGUI.LabelField(new Rect(startX, startY+=spaceY, 200, height), ""ClipSize: "");"
57,lcc_e,3699437.487431698,1.6806111158803105,1.6806111158803105,37.48636398075968,"AddRes( index, typeof( BrilliantAmber ), 1032697, 1, 1044240 );"
58,lcc_e,3699439.168353174,0.8058059811592102,0.8058059811592102,74.45961112585148,"assert pounit.getlocations() == [""message-multiedit-header""]"
59,lcc_e,3699439.974504665,0.6010732371360064,0.6010732371360064,51.57441403930874,"sw.WriteLine (""\t\t\t\tget {"");"
60,lcc_e,3699440.575865851,0.8811324741691351,0.8811324741691351,91.92715326532375,"fos.set('wireless-controller', 'inter-controller', data=filtered_data, vdom=vdom)"
61,lcc_e,3699441.457373295,0.3952671252191067,0.3952671252191067,98.66745173502932,public void setLoaded(boolean loaded) {
62,lcc_e,3699441.853043103,0.5634807888418436,0.5634807888418436,92.28353659914256,return prevChildren.GroupBy(c => c.GetContentType())
63,lcc_e,3699442.416873482,0.5067802779376507,0.5067802779376507,90.7691202727889,soaResponse = dns.message.make_response(query)
64,lcc_e,3699442.923965828,1.05462226876989,1.05462226876989,85.33861143002022,public static RustTokenId get(int javaccKind) {     RustTokenId kind = LOOKUP[javaccKind];
65,lcc_e,3699443.979029541,0.2415702468715608,0.2415702468715608,37.25624374919467,as Label;
66,lcc_e,3699444.220901527,0.39916827715933323,0.39916827715933323,35.07292738699202,if query_args:
67,lcc_e,3699444.620417155,0.7919656210578978,0.7919656210578978,79.54890758495979,"canvas.drawRect(left, top, right, bottom, tiles[i].getPaint());"
68,lcc_e,3699445.412806758,0.3187876786105335,0.3187876786105335,94.10652297089355,public static void Configure()
69,lcc_e,3699445.73202139,0.6157179879955947,0.6157179879955947,68.21304691247789,if (selected.getKind() == Kind.KEY_PAIR) {
70,lcc_e,3699446.348106308,1.8863280690275133,1.8863280690275133,80.57983258360929,"Namespace SomeNS{0}"" + 				""    {0}"" + 				""    Public Class SomeClass{0}"" + 				""        {0}"" + 				""        Private Sub SomeMethod(Of T As  {{System.I"
71,lcc_e,3699448.234711624,0.7972639426589012,0.7972639426589012,63.9687778051436,"if os.access(self.file + os.extsep + ext, os.F_OK):"
72,lcc_e,3699449.03241774,0.4631247157230973,0.4631247157230973,56.14038533746798,public String toString() {
73,lcc_e,3699449.495816324,0.32515742909163237,0.32515742909163237,46.131500184093476,if active_only:
74,lcc_e,3699449.821256491,0.8577006473205984,0.8577006473205984,78.11583238196647,"fos.set('system','switch-interface', data=filtered_data, vdom=vdom)"
75,lcc_e,3699450.67934868,0.5738999377936125,0.5738999377936125,87.12320163725326,if (fileDecoder == null || savedDecoder == null) {
76,lcc_e,3699451.253574507,1.1156956111080945,1.1156956111080945,110.24512311009093,public boolean eIsSet(int featureID) { 	switch (featureID) { 		case ActivitydiagramPackage.TRACED_ACTIVITY__TRACE_SEQUENCE:
77,lcc_e,3699452.369828675,0.4994159182533622,0.4994159182533622,66.07718895988121,db.setLabel(imported.getLabel());
78,lcc_e,3699452.869572073,0.6294963299296796,0.6294963299296796,34.94857547852201,if state == 'present':
79,lcc_e,3699453.499325231,0.5366473449394107,0.5366473449394107,59.62947604560106,ac = new AddonComponent( 4846 );
80,lcc_e,3699454.036314126,0.9008290250785649,0.9008290250785649,58.83469395913132,updates[bit_i_idx] = (bit_i_idx + 1) % self.n_visible
81,lcc_e,3699454.937590794,0.4194826278835535,0.4194826278835535,71.51666840498545,return new TripChain(iPerson);
82,lcc_e,3699455.35735215,1.2815047218464315,1.2815047218464315,84.27592825751768,@Override protected void initNotationProviders(Object own) {     initializeNotationProvidersInternal(own); }
83,lcc_e,3699456.639200102,0.9093042560853064,0.9093042560853064,106.67496533844437,"throw new Exception(string.Format(""Counter does not exist: {0}|{1}"", CounterName, CategoryName));"
84,lcc_e,3699457.549019633,0.25855706725269556,0.25855706725269556,42.54379938974699,while True:
85,lcc_e,3699457.807899859,0.3489295723848045,0.3489295723848045,34.39089417954587,pop(block_i)
86,lcc_e,3699458.1571117,0.7697363537736237,0.7697363537736237,74.05132903046368,"result += self.data.read(cur.offset + prog_ofs, file_len)"
87,lcc_e,3699458.927327508,1.0415860107168555,1.0415860107168555,21.121635442145426,if (startIndex!= -1) {
88,lcc_e,3699459.969238938,0.4981464999727905,0.4981464999727905,44.1637148935136,if (includeAuthZEntry)
89,lcc_e,3699460.467691427,1.1537754498422146,1.1537754498422146,123.94092803721563,public static InvasiveDeviceSearchCriteriaVoCollection buildFromBeanCollection(ims.nursing.vo.beans.InvasiveDeviceSearchCriteriaVoBean[] beans)
90,lcc_e,3699461.62192934,0.37557143485173583,0.37557143485173583,106.50437250583443,else return new EmptyIterator<String>();
91,lcc_e,3699461.998074291,0.6563494713045657,0.6563494713045657,132.55133705993254,"if (this.ContentTypeResponseSerializers.TryGetValue(contentType, out responseWriter) ||"
92,lcc_e,3699462.654960476,0.4192932089790702,0.4192932089790702,52.46924951054519,if (CallNumber!= null)
93,lcc_e,3699463.074544683,0.4496578969992697,0.4496578969992697,64.49347424681635,if (rows == Long.MAX_VALUE) {
94,lcc_e,3699463.524592311,0.5929820099845529,0.5929820099845529,26.982268821977918,i20 = i18 + i25;
95,lcc_e,3699464.11788071,0.512594407889992,0.512594407889992,85.83784630253487,"if (constraintEntry.startsWith(""keySize"")) {"
96,lcc_e,3699464.63092521,0.9547936078161001,0.9547936078161001,67.03019320205466,"DefaultEdge edge = new ProxyToDeviceEdge(proxyCell, deviceCell);"
97,lcc_e,3699465.586044647,0.8664858210831881,0.8664858210831881,70.39930546554623,"get {     return (bool)this.ViewState[""SubmitText""]?? true; }"
98,lcc_e,3699466.452896799,0.6882258551195264,0.6882258551195264,92.99272836659837,self.collection[artist][album].sort(key=lambda x: x.final.track)
99,lcc_e,3699467.141520365,0.8791332128457725,0.8791332128457725,35.26200528774513,"checkForDuplicatePkgs(cf, clf);"
100,lcc_e,3699468.020916827,1.791464907117188,1.791464907117188,18.420679003477304,_orderService.UpdateOrder(order);
101,lcc_e,3699469.812677912,2.980937998276204,2.980937998276204,64.0737915751519,"public static AutoNumberingScheme createAutoNumberingScheme(final String schemeName, final String schemeClassName, final String formatName, final boolean isNumericOnly, final int tableNumber)"
102,lcc_e,3699472.793900088,1.764161144848913,1.764161144848913,31.743131948865123,"Assert.That (source.SingleOrDefault (), Is.EqualTo (0));"
103,lcc_e,3699474.558376182,1.5185624440200627,1.5185624440200627,25.68218393229587,String[] tempDomains = pc.getDomains();
104,lcc_e,3699476.077260915,1.6864799079485238,1.6864799079485238,37.355914946318435,"self.status_ch = scpiDevice(getstr='RDGST? {ch}', str_type=int)"
105,lcc_e,3699477.764078783,1.423102525062859,1.423102525062859,18.269941583338536,uploader = new Uploader();
106,lcc_e,3699479.187478437,0.887393572833389,0.887393572833389,28.17239245961254,"def fillet(self, radius):"
107,lcc_e,3699480.075270311,3.6508681159466505,3.6508681159466505,4.38251930550805,self.resetFIFO()
