index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
0,repobench-p_e,3613664.531103444,1.2653158609755335,1.2653158609755335,7.903164979130346,cq.poll();,0.25
1,repobench-p_e,3613665.796720523,0.8985484652221203,0.8985484652221203,60.096925307920095,self._caption_label.setAlignment(QtCore.Qt.AlignRight),0.35
2,repobench-p_e,3613666.695487054,0.5874080760404468,0.5874080760404468,27.23830443028893,if name is None:,0.2953421542820741
3,repobench-p_e,3613667.283159048,1.892712177243084,1.892712177243084,58.11765852335009,"DocumentDialog(self, AvenantContratAccueilModifications(self.inscrit, self.current_cotisation[0])).ShowModal()",-1.0
4,repobench-p_e,3613669.176162993,1.051859310828149,1.051859310828149,18.06325219010604,public AthenaGM() {,0.32456426323921256
5,repobench-p_e,3613670.228259892,1.0454514157027006,1.0454514157027006,57.39147615929237,try (SqlSession session = sqlSessionFactory.openSession()) {,0.26796124775411406
6,repobench-p_e,3613671.273980466,0.8721579066477716,0.8721579066477716,37.83718492771439,private final Node bootstrapNode;,-1.0
7,repobench-p_e,3613672.146419942,0.6561700771562755,0.6561700771562755,108.20365400949306,private final ServiceLoader serviceLoader = new DefaultServiceLoader();,-1.0
8,repobench-p_e,3613672.802920509,0.7359895510599017,0.7359895510599017,39.402733310869664,self._Fault(gevent.Timeout()),-1.0
9,repobench-p_e,3613673.53925562,1.1872970550321045,1.1872970550321045,67.3799363528589,meteor_obj.jdt_ref = datetime2JD(datetime.datetime.fromtimestamp(frame_n / fps)),0.27919071400038237
10,repobench-p_e,3613674.727119262,0.7831001942977309,0.7831001942977309,40.86322571876895,groups = self._groups[chunk_idx],0.25285651838088063
11,repobench-p_e,3613675.510657298,1.4849385633133352,1.4849385633133352,63.30228221042245,elif (str(opts.paintsurface[3]) == 'b_lb') or (str(opts.paintsurface[3]) == 'blue-lightblue'):,0.8640305537160426
12,repobench-p_e,3613676.996185007,1.0595851829275489,1.0595851829275489,58.51346451325317,"super().__init__(self, refresh_rate, motion_interval, no_owls)",0.25
13,repobench-p_e,3613678.056109069,0.5930226412601769,0.5930226412601769,53.96084023368787,self.errors = errors or Errors(),-1.0
14,repobench-p_e,3613678.649396406,0.5508806761354208,0.5508806761354208,25.413852049075025,super.setUp();,-1.0
