index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text,ROUGEL
0,hotpotqa,2356626.134098617,1.8852345859631896,1.8852345859631896,8.487007462694836,Gates v. Collier,0.7111111111111111
1,hotpotqa,2356628.019836158,1.790585219860077,1.790585219860077,6.143242934206494,Jules Verne,0.3225806451612903
2,hotpotqa,2356629.810858158,1.845623885281384,1.845623885281384,9.210977456226503,"Lowell, Michigan.",1.0
3,hotpotqa,2356631.656955657,1.743598261848092,1.743598261848092,4.014686268716791,the Sun,0.36363636363636365
4,hotpotqa,2356633.400970857,1.5206249640323222,1.5206249640323222,4.603370433586548,on film,0.25
5,hotpotqa,2356634.922044196,1.5482878000475466,1.5482878000475466,6.458747527231635,Parliament,0.22222222222222224
6,hotpotqa,2356636.470783226,2.00260675791651,2.00260675791651,17.477220558475302,"Mayiladuthurai District, Tranquebar",0.813953488372093
7,hotpotqa,2356638.473863286,0.6796251912601292,0.6796251912601292,48.55617541017416,Pleiospilos is a flowering plant.,1.0
8,hotpotqa,2356639.154164555,1.2770422641187906,1.2770422641187906,3.1322377593823467,1964,0.125
9,hotpotqa,2356640.431663193,0.9751517712138592,0.9751517712138592,11.280295359877476,The Rebirth,1.0
10,hotpotqa,2356641.407258121,1.97678955597803,1.97678955597803,8.599802618639966,"October 13, 1980.",1.0
11,hotpotqa,2356643.38475288,1.9329777541570363,1.9329777541570363,23.797480287123328,Cartoon Network's late night programming block,0.8043478260869565
12,hotpotqa,2356645.318205043,1.6865304056555033,1.6865304056555033,5.929332768900364,Mary Astor,1.0
13,hotpotqa,2356647.005165142,1.1310201762244103,1.1310201762244103,7.957417727103634,number 20,0.7000000000000001
14,hotpotqa,2356648.136688852,2.0138140846975148,2.0138140846975148,12.414254220371651,"Red, fallow and roe deer.",0.7719298245614036
15,hotpotqa,2356650.151003479,1.372752940747887,1.372752940747887,14.569263999612224,2000 Summer Olympics,0.975609756097561
16,hotpotqa,2356651.524235461,0.7648028801195323,0.7648028801195323,26.150529136179724,Claudio Javier López,0.5416666666666667
17,hotpotqa,2356652.289517257,1.7680931659415364,1.7680931659415364,7.352553728738216,Ronald Reagan,1.0
18,hotpotqa,2356654.05806102,1.7966833710670471,1.7966833710670471,17.810595074965967,"Rihanna's ""We Found Love"" album.",1.0
19,hotpotqa,2356655.855242651,1.810505046043545,1.810505046043545,12.151305542106106,The Traveling Wilburys,0.6461538461538462
20,hotpotqa,2356657.666179374,1.2356435251422226,1.2356435251422226,18.61378264200648,Cartoon Cartoon Fridays,1.0
21,hotpotqa,2356658.902263572,1.6858714800328016,1.6858714800328016,13.64279559409386,Greater Western Sydney.,1.0
22,hotpotqa,2356660.588595099,0.6798887313343585,0.6798887313343585,27.945749244454092,Jones Beach Island.,1.0
23,hotpotqa,2356661.268920044,1.5228830678388476,1.5228830678388476,17.729529318568243,PewDiePie and Tupac Shakur.,0.6785714285714286
24,hotpotqa,2356662.792332584,1.6754870219156146,1.6754870219156146,19.69576580919768,It's Always Sunny in Philadelphia,0.9850746268656716
25,hotpotqa,2356664.468352899,1.1002475270070136,1.1002475270070136,29.9932507821848,Blue Valley Northwest High School,1.0
26,hotpotqa,2356665.569054957,1.806977440137416,1.806977440137416,7.194334423462078,the ribosome.,0.43333333333333335
27,hotpotqa,2356667.376508862,1.1915853130631149,1.1915853130631149,20.98045328851399,Dracula has more species.,0.8235294117647058
28,hotpotqa,2356668.568561453,0.4481875221244991,0.4481875221244991,24.543298188797817,Band-e Amir,0.5945945945945945
29,hotpotqa,2356669.017227335,1.8514924421906471,1.8514924421906471,18.36356402285494,University of Southern California.,0.8947368421052632
30,hotpotqa,2356670.869168791,1.9624469331465664,1.9624469331465664,11.720062138506874,91.6% of the population,0.06896551724137931
31,hotpotqa,2356672.832104834,1.6614065463654697,1.6614065463654697,9.630394219284836,Wanxiang America,0.28571428571428575
32,hotpotqa,2356674.494007232,1.7186788879334929,1.7186788879334929,16.29158314364743,"approximately 14,674 people.",0.5423728813559322
33,hotpotqa,2356676.213177238,1.7752523426897824,1.7752523426897824,5.069701801583658,Taoiseach,0.42857142857142855
34,hotpotqa,2356677.988879683,2.169062973000109,2.169062973000109,40.10948556263775,"There is no information about Vegepet being based in a city in Lincoln County, Montana.",1.0
35,hotpotqa,2356680.15839664,1.9238541680388157,1.9238541680388157,6.757268932318427,Mika Häkkinen,1.0
36,hotpotqa,2356682.082735339,2.02217798680067,2.02217798680067,20.275168787128845,The Hobbit: The Battle of the Five Armies,0.4657534246575343
37,hotpotqa,2356684.105442569,1.820515708066523,1.820515708066523,25.26756555638526,Darci Kistler choreographed George Balanchine.,0.8679245283018869
38,hotpotqa,2356685.926485785,1.7489441870711744,1.7489441870711744,6.289508882739634,Xcel Energy,1.0
39,hotpotqa,2356687.67588395,1.9184617027640345,1.9184617027640345,14.595026817402111,Around the World in 80 Days.,1.0
40,hotpotqa,2356689.594845382,1.85764293698594,1.85764293698594,11.842964846460434,Nobel Prize in Physics,1.0
41,hotpotqa,2356691.452937536,1.8114337748847904,1.8114337748847904,16.561466621603675,Christmas television specials.,0.759493670886076
42,hotpotqa,2356693.264832643,1.3964159712195396,1.3964159712195396,12.8901418853581,Frances de la Tour,0.3870967741935484
43,hotpotqa,2356694.661727185,1.7262020069174469,1.7262020069174469,2.896532375679898,Iran.,1.0
44,hotpotqa,2356696.388413376,1.810117753688246,1.810117753688246,6.076952716245506,Hakim Jamal,1.0
