index_in_dataset,dataset,start_time,ttft,finish_time,throughput,generated_text
0,hotpotqa,2356301.848583434,2.2958852131851017,2.2958852131851017,6.968989524438402,Gates v. Collier
1,hotpotqa,2356304.14493902,2.292684777174145,2.292684777174145,4.797868468232288,Jules Verne
2,hotpotqa,2356306.438020275,1.8231598171405494,1.8231598171405494,9.324470537455603,"Lowell, Michigan."
3,hotpotqa,2356308.261642536,1.8289563269354403,1.8289563269354403,10.388438324186772,the Sun and Jupiter
4,hotpotqa,2356310.091001492,1.5179744479246438,1.5179744479246438,4.611408320851721,on film
5,hotpotqa,2356311.609390576,1.553304108325392,1.553304108325392,6.437889365258257,Parliament
6,hotpotqa,2356313.163104437,2.0108085609972477,2.0108085609972477,17.405933453278106,"Mayiladuthurai District, Tranquebar"
7,hotpotqa,2356315.174399692,0.6762359607964754,0.6762359607964754,48.79953435355962,Pleiospilos is a flowering plant.
8,hotpotqa,2356315.851218836,1.2815914521925151,1.2815914521925151,3.121119443452044,2013
9,hotpotqa,2356317.133245232,0.9698432888835669,0.9698432888835669,11.342038580957372,The Rebirth
10,hotpotqa,2356318.103500681,1.9630306651815772,1.9630306651815772,8.660078674026993,"October 13, 1980."
11,hotpotqa,2356320.066970637,1.9444694658741355,1.9444694658741355,23.656838437069887,Cartoon Network's late night programming block
12,hotpotqa,2356322.011896313,1.6895716236904263,1.6895716236904263,5.918660008125386,Mary Astor
13,hotpotqa,2356323.701881562,1.0801627929322422,1.0801627929322422,10.183650160860543,number five
14,hotpotqa,2356324.782461351,1.9990675849840045,1.9990675849840045,12.505830311985193,"Red, fallow and roe deer."
15,hotpotqa,2356326.781963453,1.374950923025608,1.374950923025608,14.545973725367292,2000 Summer Olympics
16,hotpotqa,2356328.157407593,0.7705270308069885,0.7705270308069885,25.956260066637242,Mario Alberto Kempes
17,hotpotqa,2356328.928440706,1.774955325294286,1.774955325294286,7.324128001838362,Ronald Reagan
18,hotpotqa,2356330.703864812,1.8191655981354415,1.8191655981354415,17.590482159952057,"Rihanna's ""We Found Love"" album."
19,hotpotqa,2356332.523571629,1.844142239075154,1.844142239075154,11.929665474737513,The Traveling Wilburys
20,hotpotqa,2356334.368189948,1.2423144290223718,1.2423144290223718,18.513831492804638,Cartoon Cartoon Fridays
21,hotpotqa,2356335.610962857,1.6907086321152747,1.6907086321152747,13.6037632760083,Greater Western Sydney.
22,hotpotqa,2356337.302278657,0.6742010801099241,0.6742010801099241,28.181503353424137,Jones Beach Island.
23,hotpotqa,2356337.976910532,1.443606389220804,1.443606389220804,20.088578310915445,PewDiePie appears as himself.
24,hotpotqa,2356339.420990105,1.6687184562906623,1.6687184562906623,19.77565471011484,It's Always Sunny in Philadelphia
25,hotpotqa,2356341.090160979,1.1043095821514726,1.1043095821514726,29.88292461947827,Blue Valley Northwest High School
26,hotpotqa,2356342.194939263,2.014760565944016,2.014760565944016,23.327833984073514,the ribosomal subunits involved in translation.
27,hotpotqa,2356344.210205845,1.2000916027463973,1.2000916027463973,20.831743129264265,Dracula has more species.
28,hotpotqa,2356345.410772916,0.5619472800754011,0.5619472800754011,44.488159096784926,Band-e-Amir National Park
29,hotpotqa,2356345.973181656,1.8563654241152108,1.8563654241152108,18.315359442877597,University of Southern California.
30,hotpotqa,2356347.830017124,1.8915672730654478,1.8915672730654478,4.757959247949307,"7,413,070"
31,hotpotqa,2356349.722068273,1.6578293428756297,1.6578293428756297,9.651174331518826,Wanxiang America
32,hotpotqa,2356351.380397575,1.7089069499634206,1.7089069499634206,18.14025041016046,Traverse City has a population.
33,hotpotqa,2356353.089853385,1.7763440939597785,1.7763440939597785,5.066585933774487,Taoiseach
34,hotpotqa,2356354.866664903,2.1683906973339617,2.1683906973339617,40.121920882139264,"There is no information about Vegepet being based in a city in Lincoln County, Montana."
35,hotpotqa,2356357.035692039,1.9272731328383088,1.9272731328383088,6.745281599424783,Mika Häkkinen
36,hotpotqa,2356358.963436721,2.018198858946562,2.018198858946562,18.333178534900604,The Hunger Games: Mockingjay – Part 1
37,hotpotqa,2356360.982169314,1.8431993443518877,1.8431993443518877,24.95660609958316,Darci Kistler choreographed George Balanchine.
38,hotpotqa,2356362.82591985,1.756152855232358,1.756152855232358,6.263691663983646,Xcel Energy
39,hotpotqa,2356364.582551363,1.9243196062743664,1.9243196062743664,14.550597472844023,Around the World in 80 Days.
40,hotpotqa,2356366.507428305,1.8707673866301775,1.8707673866301775,11.759880013532152,Nobel Prize in Physics
41,hotpotqa,2356368.378714255,1.8200364639051259,1.8200364639051259,16.48318624102238,Christmas television specials.
42,hotpotqa,2356370.199214325,1.323282047174871,1.323282047174871,9.824058316028871,Eileen Atkins
43,hotpotqa,2356371.522979996,1.736266611609608,1.736266611609608,2.879742066435721,Iran.
44,hotpotqa,2356373.259766687,1.8240863559767604,1.8240863559767604,6.030416248637378,Hakim Jamal
45,hotpotqa,2356375.084356331,1.6750371754169464,1.6750371754169464,20.298056961951783,Keith Morris is known for playing.
46,hotpotqa,2356376.759849884,1.3664290327578783,1.3664290327578783,24.882375289829312,YIVO Institute for Jewish Research
47,hotpotqa,2356378.126783456,1.5055500147864223,1.5055500147864223,27.23257254646321,"Joseph Glidden was born January 18, 1813."
48,hotpotqa,2356379.632891173,1.4204306667670608,1.4204306667670608,26.048437889765516,Tongshanjiabu is the higher mountain.
49,hotpotqa,2356381.053879465,1.8965615159831941,1.8965615159831941,10.01813009484706,Rue Lhomond in 1867
50,hotpotqa,2356382.950955668,0.7029424328356981,0.7029424328356981,22.761465594636753,Pope Sergius III
51,hotpotqa,2356383.65443752,1.806751519907266,1.806751519907266,17.71134527765193,Manchester United Football Club.
52,hotpotqa,2356385.461712921,1.811642617918551,1.811642617918551,19.87146893318366,"Yes, they are both American authors."
53,hotpotqa,2356387.273871599,0.9447276499122381,0.9447276499122381,12.702073450602148,Averill Park
54,hotpotqa,2356388.219035284,1.0179533888585865,1.0179533888585865,13.753085507871786,IndyCar Series
55,hotpotqa,2356389.237464755,1.6588450642302632,1.6588450642302632,19.290529712519373,"Yes, both are carbonated drinks."
56,hotpotqa,2356390.896823897,1.5920116319321096,1.5920116319321096,11.306450052852126,Mississippi State.
57,hotpotqa,2356392.489335232,2.005585129838437,2.005585129838437,13.961012964957307,Floyd Casey Stadium in Waco.
58,hotpotqa,2356394.495434818,1.6462358590215445,1.6462358590215445,2.4297854879539784,2010
59,hotpotqa,2356396.142143097,1.5829884284175932,1.5829884284175932,22.74179605721235,The name Gajabrishta means elephant.
60,hotpotqa,2356397.725914461,1.805609555914998,1.805609555914998,8.30744384956398,British author.
61,hotpotqa,2356399.531984402,0.8874786379747093,0.8874786379747093,43.944719716297435,"Yes, both mines were located in Canada."
62,hotpotqa,2356400.420031721,1.8638811083510518,1.8638811083510518,9.657268330770483,"November 23, 2002."
63,hotpotqa,2356402.284468537,1.4952086438424885,1.4952086438424885,8.025635786295073,Faye Dunaway
64,hotpotqa,2356403.780183504,1.8891570940613747,1.8891570940613747,16.409434714269917,British composer Peter Gabriel.
65,hotpotqa,2356405.669810124,2.004412965849042,2.004412965849042,16.962572373701477,Vernon L. Smith and Yakir Aharonov
66,hotpotqa,2356407.674779191,1.471137662883848,1.471137662883848,6.1177143560837415,Deftones.
67,hotpotqa,2356409.146399053,1.9480216512456536,1.9480216512456536,47.74074248124069,There is no information about the population of the town where The Stelljes House is located.
68,hotpotqa,2356411.094993575,1.3015004377812147,1.3015004377812147,3.8417197988223126,India
69,hotpotqa,2356412.396943301,2.0177195598371327,2.0177195598371327,17.34631546260331,"Yes, both are well-known musicians."
70,hotpotqa,2356414.415180817,1.638808895368129,1.638808895368129,6.712192026227101,"May 5, 1939"
71,hotpotqa,2356416.054539388,1.745205151848495,1.745205151848495,8.021979527834542,Philip K. Dick
72,hotpotqa,2356417.800233744,1.157992608845234,1.157992608845234,25.043337736774674,What Are Little Boys Made Of?
73,hotpotqa,2356418.95879334,1.5353290140628815,1.5353290140628815,22.79641671551615,Capital Cities is in the pop genre.
74,hotpotqa,2356420.49464864,1.5287616229616106,1.5287616229616106,20.27785073512305,Morgan Llywelyn was born first.
75,hotpotqa,2356422.023912153,0.8383785248734057,0.8383785248734057,33.39780203008894,Jack Young scored 14 points.
76,hotpotqa,2356422.862786723,1.6077464129775763,1.6077464129775763,10.573806828475943,Big 12 Conference
77,hotpotqa,2356424.470998708,2.255355658940971,2.255355658940971,27.490121016706002,"Brittany, Cornwall, Ireland, Isle of Man, Scotland, and Wales."
78,hotpotqa,2356426.726910896,0.7243176968768239,0.7243176968768239,20.709144709121848,coaxial cables.
79,hotpotqa,2356427.451705387,1.1058627762831748,1.1058627762831748,26.223868478030823,Steel Venom is farther north.
80,hotpotqa,2356428.55801202,1.3470373232848942,1.3470373232848942,25.982947461803633,Lev Yilmaz was known for animation.
81,hotpotqa,2356429.905576021,1.881686485838145,1.881686485838145,8.503010528277905,Man Haron Monis.
82,hotpotqa,2356431.787779162,1.5591856478713453,1.5591856478713453,3.848162666319697,Hawaii
83,hotpotqa,2356433.34740919,1.0561742447316647,1.0561742447316647,15.149015496079453,the 100 m sprint
84,hotpotqa,2356434.404097588,1.9753783512860537,1.9753783512860537,23.28667820524209,due to complications with Alzheimer's disease.
85,hotpotqa,2356436.379939227,0.8798740631900728,0.8798740631900728,42.051472532163004,"Yes, both are flowering plant genera."
